N1,N2,N3,N4,N5,Star1,Star2,Probability
2,4,5,15,42,2,5,0.000200
8,15,17,39,40,7,12,0.000200
15,17,31,32,38,1,4,0.000200
28,38,42,49,50,1,7,0.000200
6,27,30,35,39,6,7,0.000200
1,8,13,23,40,2,3,0.000200
5,10,18,20,46,4,11,0.000200
6,8,21,26,38,6,7,0.000200
9,11,20,37,50,1,6,0.000200
20,27,33,41,48,2,3,0.000200
2,12,13,22,27,6,7,0.000200
11,14,16,24,41,1,3,0.000200
17,20,28,29,48,3,8,0.000200
9,11,18,30,31,1,11,0.000200
2,5,16,22,33,5,7,0.000200
11,20,22,43,47,5,8,0.000200
6,10,13,17,39,1,12,0.000200
5,21,23,26,35,4,5,0.000200
3,22,35,36,39,5,6,0.000200
1,6,28,29,32,8,9,0.000200
3,38,46,48,50,8,12,0.000200
13,21,30,39,41,5,9,0.000200
14,31,36,41,46,3,8,0.000200
1,3,15,25,46,5,10,0.000200
2,9,21,26,38,7,9,0.000200
3,13,17,44,48,5,6,0.000200
5,11,15,24,28,3,5,0.000200
14,17,22,29,50,3,10,0.000200
20,25,30,38,41,2,3,0.000200
1,4,29,33,50,4,11,0.000200
26,27,30,31,44,1,3,0.000200
15,33,41,42,50,6,9,0.000200
27,30,35,38,41,6,8,0.000200
1,6,13,31,36,2,10,0.000200
6,13,21,34,47,10,12,0.000200
23,29,30,41,45,6,8,0.000200
20,26,29,31,50,6,9,0.000200
4,23,29,35,48,1,3,0.000200
3,15,16,22,28,4,8,0.000200
10,17,19,25,47,1,6,0.000200
2,18,42,45,48,10,12,0.000200
1,6,18,30,40,5,7,0.000200
2,14,23,31,36,2,4,0.000200
7,32,33,36,46,3,11,0.000200
9,25,30,33,44,7,10,0.000200
6,7,23,33,35,4,5,0.000200
1,6,12,46,50,5,11,0.000200
7,19,27,38,39,5,9,0.000200
1,2,21,26,46,5,8,0.000200
25,26,36,40,48,7,12,0.000200
12,16,17,35,47,3,4,0.000200
8,16,26,41,47,3,11,0.000200
3,16,29,30,41,6,11,0.000200
2,8,25,43,49,1,10,0.000200
11,17,32,40,49,3,7,0.000200
1,10,20,36,39,7,9,0.000200
4,12,18,22,26,2,10,0.000200
25,32,33,36,46,1,4,0.000200
2,8,19,39,40,5,6,0.000200
4,8,11,20,35,2,6,0.000200
16,20,21,28,37,1,9,0.000200
10,21,22,36,39,3,11,0.000200
7,8,25,40,50,4,7,0.000200
25,30,31,41,48,5,6,0.000200
10,17,38,45,46,3,10,0.000200
10,17,21,42,46,4,8,0.000200
13,18,34,45,50,10,11,0.000200
12,25,38,39,48,6,7,0.000200
4,12,15,44,46,8,11,0.000200
1,4,9,23,42,5,8,0.000200
5,8,11,26,46,2,12,0.000200
2,31,32,34,42,2,11,0.000200
7,9,13,16,29,4,7,0.000200
3,7,15,28,36,10,11,0.000200
4,5,10,46,47,7,8,0.000200
8,13,19,28,29,1,7,0.000200
8,23,25,28,32,1,11,0.000200
9,16,23,31,42,3,11,0.000200
7,18,27,38,39,7,11,0.000200
1,12,13,19,43,6,9,0.000200
2,20,27,39,47,5,8,0.000200
19,22,32,49,50,2,12,0.000200
10,19,27,29,50,2,7,0.000200
11,12,13,19,32,1,2,0.000200
2,9,17,43,49,6,7,0.000200
5,21,40,43,46,5,9,0.000200
7,11,12,32,39,7,8,0.000200
13,16,21,25,50,4,6,0.000200
5,32,39,41,48,7,8,0.000200
3,9,25,38,41,1,8,0.000200
3,11,32,39,48,3,4,0.000200
1,18,30,46,49,1,7,0.000200
7,11,17,38,49,2,6,0.000200
7,8,9,27,46,4,8,0.000200
4,9,11,25,41,3,5,0.000200
10,14,26,32,34,3,8,0.000200
5,6,20,26,27,7,9,0.000200
11,13,27,40,50,2,11,0.000200
20,22,27,30,47,2,6,0.000200
7,8,39,47,49,1,3,0.000200
17,22,38,44,48,6,7,0.000200
17,22,41,44,50,4,6,0.000200
3,9,23,25,42,3,4,0.000200
10,11,18,38,47,3,6,0.000200
17,18,21,38,44,7,9,0.000200
23,25,30,37,46,1,10,0.000200
2,20,25,28,46,4,11,0.000200
26,29,40,41,45,2,4,0.000200
10,33,34,43,46,5,8,0.000200
1,9,41,42,46,8,9,0.000200
16,29,32,36,41,2,3,0.000200
9,16,40,46,50,3,4,0.000200
5,10,33,34,47,4,10,0.000200
17,20,21,38,40,5,6,0.000200
5,13,19,44,47,5,6,0.000200
13,19,34,38,50,4,5,0.000200
4,6,23,41,43,1,5,0.000200
8,15,21,22,32,1,8,0.000200
15,17,21,32,50,2,3,0.000200
7,16,21,34,45,6,9,0.000200
21,27,35,39,43,2,3,0.000200
5,7,10,12,22,5,8,0.000200
11,12,34,40,44,5,11,0.000200
8,10,30,39,40,7,11,0.000200
29,31,37,48,49,1,4,0.000200
6,34,35,39,47,8,9,0.000200
4,19,24,29,41,6,12,0.000200
5,19,32,37,42,2,5,0.000200
1,4,6,24,36,2,3,0.000200
5,22,29,32,36,8,12,0.000200
21,28,35,37,46,1,7,0.000200
9,20,21,39,44,8,10,0.000200
13,16,18,28,38,6,10,0.000200
1,5,20,30,50,3,12,0.000200
1,18,26,39,46,4,11,0.000200
5,9,11,13,32,1,4,0.000200
14,23,30,32,48,1,4,0.000200
2,3,17,23,29,3,11,0.000200
12,13,29,39,43,4,11,0.000200
19,22,29,32,49,1,4,0.000200
5,18,37,38,46,6,11,0.000200
32,33,34,40,46,6,10,0.000200
7,17,23,27,45,7,11,0.000200
12,23,24,25,40,1,5,0.000200
9,20,23,40,41,1,5,0.000200
5,9,13,18,39,8,11,0.000200
4,6,27,39,49,8,11,0.000200
26,29,36,46,49,8,11,0.000200
5,11,18,31,33,2,3,0.000200
17,20,22,33,36,4,8,0.000200
3,5,11,42,45,8,12,0.000200
6,32,33,43,47,6,9,0.000200
8,15,25,40,42,6,10,0.000200
11,30,31,32,33,10,11,0.000200
4,8,12,29,39,2,4,0.000200
22,31,33,39,42,2,8,0.000200
12,19,30,43,44,3,11,0.000200
22,41,42,46,49,6,7,0.000200
5,6,17,26,31,3,4,0.000200
1,2,15,44,48,5,6,0.000200
4,14,20,31,45,4,7,0.000200
8,24,27,34,45,3,9,0.000200
7,11,19,26,46,3,6,0.000200
4,10,16,17,31,1,2,0.000200
16,21,29,30,37,7,9,0.000200
6,9,19,21,22,7,9,0.000200
1,2,7,19,21,5,10,0.000200
1,8,18,39,41,4,7,0.000200
5,12,29,30,50,7,9,0.000200
4,14,23,37,43,9,12,0.000200
11,13,16,25,47,3,11,0.000200
22,26,29,37,42,10,11,0.000200
15,30,34,38,43,9,10,0.000200
2,4,19,38,39,1,5,0.000200
2,27,32,41,44,8,10,0.000200
4,16,21,30,31,1,11,0.000200
8,19,20,30,45,3,8,0.000200
8,9,27,47,50,3,10,0.000200
2,7,8,19,48,1,9,0.000200
10,14,17,37,47,7,11,0.000200
12,28,33,43,50,3,5,0.000200
5,14,25,26,28,5,11,0.000200
11,15,17,30,32,6,10,0.000200
14,16,24,34,38,7,8,0.000200
7,10,42,45,46,4,10,0.000200
9,10,21,22,37,4,6,0.000200
13,16,38,42,43,1,8,0.000200
4,5,38,40,42,6,7,0.000200
12,16,20,32,39,2,5,0.000200
11,13,24,27,33,1,5,0.000200
10,14,23,30,45,6,8,0.000200
16,27,34,35,47,6,8,0.000200
1,16,21,28,38,5,9,0.000200
3,27,32,35,39,4,8,0.000200
5,6,7,34,39,1,8,0.000200
3,22,23,25,40,1,3,0.000200
4,7,9,23,38,5,6,0.000200
10,13,29,40,50,3,10,0.000200
5,14,21,27,30,2,7,0.000200
7,10,22,26,43,2,3,0.000200
3,16,22,34,41,1,4,0.000200
13,14,26,34,36,3,5,0.000200
14,16,17,37,42,5,9,0.000200
8,10,11,21,49,3,12,0.000200
1,4,9,12,40,9,11,0.000200
2,8,22,33,42,1,2,0.000200
3,13,34,37,49,11,12,0.000200
14,16,17,33,34,3,7,0.000200
1,6,12,30,35,3,5,0.000200
5,20,36,46,50,6,12,0.000200
2,5,21,23,24,9,10,0.000200
1,19,21,31,34,4,12,0.000200
11,16,22,23,26,1,3,0.000200
23,36,39,42,46,4,5,0.000200
6,7,28,38,46,7,9,0.000200
12,17,21,26,28,5,8,0.000200
13,16,42,47,50,1,7,0.000200
10,18,22,41,42,4,7,0.000200
6,7,33,36,47,2,5,0.000200
2,4,11,23,44,5,9,0.000200
1,12,24,27,46,1,10,0.000200
3,5,9,20,43,3,7,0.000200
17,20,21,28,49,7,12,0.000200
5,13,22,27,48,1,4,0.000200
9,20,26,28,49,3,4,0.000200
16,20,26,44,46,2,12,0.000200
3,11,13,34,35,2,9,0.000200
12,26,32,39,47,8,11,0.000200
13,17,20,37,46,4,7,0.000200
2,4,9,31,37,9,12,0.000200
3,11,12,14,50,4,12,0.000200
15,21,35,46,49,3,9,0.000200
5,7,24,29,40,8,10,0.000200
1,2,8,16,20,5,11,0.000200
19,21,27,30,38,3,12,0.000200
5,16,27,32,41,5,7,0.000200
10,14,26,39,41,7,8,0.000200
4,13,20,28,50,3,11,0.000200
21,25,32,43,46,3,11,0.000200
6,22,23,24,50,2,9,0.000200
2,6,7,11,39,4,9,0.000200
10,14,26,42,47,1,6,0.000200
3,4,23,39,44,7,11,0.000200
12,20,23,30,48,2,6,0.000200
2,4,17,19,28,2,4,0.000200
9,17,18,33,50,1,2,0.000200
34,38,48,49,50,3,9,0.000200
4,14,17,32,46,1,8,0.000200
4,15,34,44,48,2,12,0.000200
12,19,23,40,44,1,8,0.000200
15,18,24,32,39,3,9,0.000200
8,12,27,28,44,7,10,0.000200
13,21,25,33,43,6,9,0.000200
2,9,16,42,44,1,9,0.000200
5,12,15,20,28,5,6,0.000200
8,16,19,31,38,1,9,0.000200
5,18,21,25,28,7,8,0.000200
3,8,16,19,33,5,10,0.000200
2,31,37,40,44,4,7,0.000200
10,18,33,41,49,2,5,0.000200
10,14,32,43,49,2,11,0.000200
13,17,24,40,46,3,7,0.000200
9,18,20,40,49,3,11,0.000200
4,27,43,44,46,3,8,0.000200
3,25,29,31,35,6,7,0.000200
3,27,29,37,48,3,7,0.000200
13,16,23,42,46,1,11,0.000200
4,5,7,20,46,3,4,0.000200
10,21,28,36,46,1,6,0.000200
13,32,44,49,50,4,5,0.000200
14,16,21,31,38,8,11,0.000200
8,15,24,35,50,1,7,0.000200
8,10,25,27,50,7,11,0.000200
1,2,18,25,30,3,12,0.000200
19,21,27,37,45,4,5,0.000200
18,28,38,41,42,7,11,0.000200
1,11,16,19,37,2,9,0.000200
3,17,19,32,45,6,10,0.000200
5,25,28,39,42,6,10,0.000200
14,18,20,34,41,4,6,0.000200
13,17,28,31,34,3,7,0.000200
2,8,9,37,38,3,5,0.000200
6,24,25,34,50,9,12,0.000200
1,2,33,34,38,3,8,0.000200
19,23,26,37,44,5,11,0.000200
5,16,22,26,31,1,2,0.000200
3,17,25,35,44,7,12,0.000200
39,43,46,49,50,4,9,0.000200
9,15,21,26,27,5,6,0.000200
3,14,17,21,42,1,8,0.000200
21,26,28,31,32,3,12,0.000200
17,27,34,39,46,1,4,0.000200
7,11,24,30,44,2,12,0.000200
4,17,22,33,44,2,6,0.000200
11,18,23,39,46,1,10,0.000200
2,11,18,25,31,6,11,0.000200
7,17,37,38,46,5,12,0.000200
7,20,32,33,37,3,5,0.000200
1,5,40,49,50,2,5,0.000200
13,17,33,35,38,3,5,0.000200
1,28,30,34,40,3,7,0.000200
9,10,18,39,46,5,11,0.000200
3,6,16,19,42,9,10,0.000200
5,19,24,26,37,5,7,0.000200
2,17,18,26,45,1,11,0.000200
8,17,36,38,42,1,2,0.000200
17,18,28,31,37,8,11,0.000200
29,32,39,40,42,1,8,0.000200
13,14,15,20,42,6,8,0.000200
1,3,11,31,43,3,10,0.000200
4,9,14,38,45,7,8,0.000200
7,12,29,32,41,10,12,0.000200
4,12,15,30,46,4,9,0.000200
7,22,23,33,47,7,9,0.000200
5,21,22,35,44,2,6,0.000200
18,20,22,39,45,9,11,0.000200
2,15,27,31,36,6,7,0.000200
5,17,19,20,28,4,6,0.000200
1,14,16,22,46,10,11,0.000200
16,25,40,44,45,7,10,0.000200
10,30,39,42,46,7,9,0.000200
15,23,30,38,43,2,4,0.000200
3,9,16,34,46,4,6,0.000200
35,38,40,46,50,3,7,0.000200
7,21,23,26,47,7,9,0.000200
6,14,40,45,50,4,10,0.000200
1,19,37,39,48,3,4,0.000200
5,25,27,38,48,8,9,0.000200
5,26,44,45,46,1,8,0.000200
9,11,31,33,44,3,4,0.000200
5,15,16,46,48,6,7,0.000200
7,11,13,17,42,9,12,0.000200
2,15,18,40,49,6,7,0.000200
6,9,21,31,34,2,11,0.000200
11,18,23,26,27,2,5,0.000200
7,11,33,41,44,8,10,0.000200
5,25,43,45,48,5,10,0.000200
1,8,10,19,30,2,6,0.000200
22,26,34,45,50,9,11,0.000200
23,30,32,34,37,4,6,0.000200
4,31,34,39,43,3,5,0.000200
6,9,13,18,24,5,12,0.000200
13,20,26,41,44,2,7,0.000200
8,18,23,30,41,3,11,0.000200
4,6,10,21,29,7,9,0.000200
4,23,25,33,34,7,12,0.000200
7,10,25,28,45,5,7,0.000200
5,20,21,32,38,8,12,0.000200
4,9,26,37,45,8,9,0.000200
9,14,28,38,45,1,7,0.000200
4,7,24,26,36,3,5,0.000200
3,15,29,43,49,6,11,0.000200
4,6,10,18,21,2,11,0.000200
1,2,19,25,49,4,8,0.000200
12,26,32,38,43,2,3,0.000200
7,10,25,29,38,5,10,0.000200
31,34,36,42,44,1,8,0.000200
1,13,23,33,42,1,3,0.000200
16,17,31,45,48,4,5,0.000200
17,22,25,34,48,8,10,0.000200
11,27,41,46,48,3,11,0.000200
2,3,4,22,34,2,3,0.000200
9,33,35,43,47,8,9,0.000200
13,16,19,30,32,3,10,0.000200
10,16,36,43,44,7,11,0.000200
14,23,27,40,46,3,5,0.000200
21,29,42,43,49,7,11,0.000200
10,13,15,38,48,7,11,0.000200
6,9,37,45,47,2,5,0.000200
16,18,25,34,50,8,9,0.000200
7,21,22,27,28,3,11,0.000200
2,13,34,44,49,5,7,0.000200
5,7,25,28,44,7,9,0.000200
8,10,15,24,39,2,7,0.000200
12,16,17,36,49,3,7,0.000200
1,3,11,15,41,7,10,0.000200
14,34,35,40,49,2,10,0.000200
17,25,33,43,45,6,7,0.000200
10,18,27,30,37,5,6,0.000200
11,12,25,39,46,1,6,0.000200
1,9,10,19,39,2,12,0.000200
10,20,35,48,50,5,8,0.000200
2,21,27,42,50,3,8,0.000200
6,23,25,29,45,2,9,0.000200
4,15,23,30,37,1,11,0.000200
11,12,18,40,45,2,4,0.000200
3,8,17,29,30,4,7,0.000200
6,11,13,18,19,1,3,0.000200
14,17,34,37,42,1,5,0.000200
19,20,31,36,48,2,3,0.000200
2,8,33,41,42,2,5,0.000200
17,19,27,40,50,3,7,0.000200
21,29,42,43,48,2,4,0.000200
1,27,32,34,49,2,8,0.000200
15,16,22,23,25,5,6,0.000200
2,5,18,44,49,7,8,0.000200
16,23,32,40,46,5,11,0.000200
7,13,16,18,35,5,11,0.000200
10,17,19,24,31,1,6,0.000200
28,29,30,32,34,1,6,0.000200
2,14,35,41,48,1,8,0.000200
8,18,22,32,46,1,7,0.000200
2,3,16,20,39,1,9,0.000200
7,9,14,20,22,3,11,0.000200
8,23,25,41,42,1,9,0.000200
4,14,19,41,44,4,11,0.000200
3,5,22,47,50,2,3,0.000200
1,8,26,28,46,3,5,0.000200
7,25,32,34,50,2,5,0.000200
4,29,44,45,47,5,11,0.000200
26,29,30,40,46,1,9,0.000200
1,7,10,45,48,6,8,0.000200
2,27,30,43,44,1,4,0.000200
4,14,38,49,50,2,4,0.000200
12,23,39,41,49,7,11,0.000200
6,15,37,42,46,4,6,0.000200
17,20,25,27,50,7,9,0.000200
10,17,25,36,37,3,11,0.000200
3,8,22,30,49,1,9,0.000200
3,18,21,27,35,9,10,0.000200
4,6,24,31,49,2,11,0.000200
9,13,15,38,47,1,6,0.000200
8,11,14,44,50,1,4,0.000200
13,30,34,38,41,6,9,0.000200
6,7,41,42,46,2,9,0.000200
10,28,30,43,50,3,8,0.000200
2,4,23,30,37,6,7,0.000200
8,10,12,21,24,3,10,0.000200
2,4,24,34,36,6,11,0.000200
1,4,11,31,32,3,9,0.000200
3,9,14,20,48,6,12,0.000200
12,17,27,37,48,1,4,0.000200
5,13,39,44,48,2,5,0.000200
5,22,27,30,42,1,5,0.000200
20,27,32,36,48,7,8,0.000200
5,9,13,17,44,3,7,0.000200
7,14,24,26,32,4,9,0.000200
18,25,35,37,38,2,7,0.000200
7,18,26,31,40,1,3,0.000200
3,6,37,39,42,3,7,0.000200
6,10,11,25,49,2,9,0.000200
6,10,13,30,32,5,9,0.000200
9,12,21,36,38,7,8,0.000200
1,14,17,23,25,2,6,0.000200
4,15,19,22,32,3,6,0.000200
3,5,10,17,46,6,7,0.000200
2,3,12,38,50,4,12,0.000200
2,7,12,20,34,6,7,0.000200
7,11,43,44,47,3,9,0.000200
2,26,30,36,42,1,8,0.000200
6,14,24,35,39,1,6,0.000200
26,32,36,41,47,7,8,0.000200
7,9,26,37,50,1,4,0.000200
12,26,27,32,37,4,9,0.000200
7,10,25,32,47,1,4,0.000200
9,11,12,38,40,2,6,0.000200
15,16,26,35,45,9,10,0.000200
12,13,26,27,33,4,11,0.000200
1,14,18,29,31,4,10,0.000200
1,3,10,18,34,4,11,0.000200
24,27,32,33,40,2,3,0.000200
16,23,28,43,49,2,9,0.000200
12,17,21,28,30,3,4,0.000200
3,4,20,21,29,2,8,0.000200
20,38,44,46,50,2,12,0.000200
2,19,29,35,38,1,8,0.000200
3,11,13,38,50,5,7,0.000200
5,20,26,28,41,4,12,0.000200
3,22,23,33,41,4,7,0.000200
6,14,23,31,47,3,5,0.000200
10,15,35,43,45,3,11,0.000200
3,4,7,8,49,4,6,0.000200
2,3,12,27,32,5,7,0.000200
19,21,23,31,46,3,4,0.000200
22,34,36,37,39,6,7,0.000200
15,23,26,31,33,7,8,0.000200
4,9,22,23,37,11,12,0.000200
8,17,22,35,38,1,11,0.000200
11,19,31,34,36,3,8,0.000200
23,25,26,29,42,6,10,0.000200
4,13,17,31,43,1,7,0.000200
4,6,13,15,22,4,5,0.000200
6,8,10,18,19,4,12,0.000200
5,16,19,20,39,1,9,0.000200
11,31,47,49,50,2,4,0.000200
3,7,18,25,31,3,8,0.000200
14,21,30,35,50,9,12,0.000200
6,15,26,32,34,2,8,0.000200
17,23,26,31,34,2,7,0.000200
5,8,13,20,37,3,10,0.000200
13,22,25,32,45,2,3,0.000200
7,22,26,45,49,4,7,0.000200
5,24,36,37,49,2,5,0.000200
8,12,24,27,48,6,7,0.000200
1,28,39,47,48,2,9,0.000200
4,8,14,16,18,3,5,0.000200
3,9,32,36,42,6,10,0.000200
1,15,32,46,47,3,10,0.000200
9,10,30,34,37,3,12,0.000200
9,10,15,25,35,1,7,0.000200
14,19,23,32,43,2,9,0.000200
8,26,31,43,45,1,10,0.000200
5,13,15,27,28,4,7,0.000200
4,14,15,17,42,3,7,0.000200
8,17,31,35,40,7,8,0.000200
3,4,9,21,47,2,3,0.000200
14,20,29,31,42,2,6,0.000200
2,10,19,30,35,5,11,0.000200
18,22,27,40,50,2,11,0.000200
8,29,36,40,50,3,12,0.000200
2,7,15,34,43,3,12,0.000200
1,8,14,25,29,9,10,0.000200
26,27,29,36,45,6,11,0.000200
1,11,17,38,41,7,9,0.000200
3,16,29,32,50,7,12,0.000200
1,13,23,43,49,4,9,0.000200
17,20,24,31,44,10,12,0.000200
3,14,37,38,49,8,10,0.000200
7,20,46,47,49,3,6,0.000200
5,7,8,12,44,8,11,0.000200
1,5,21,37,48,9,10,0.000200
21,23,25,31,43,1,7,0.000200
14,26,31,32,37,8,10,0.000200
4,9,21,27,30,1,7,0.000200
7,11,20,27,29,2,9,0.000200
13,33,43,44,49,1,5,0.000200
4,5,12,26,31,2,7,0.000200
4,8,17,32,42,4,6,0.000200
12,19,23,42,49,1,5,0.000200
12,34,38,39,45,5,11,0.000200
8,9,12,20,35,4,7,0.000200
4,14,22,23,35,5,10,0.000200
4,10,20,26,43,6,11,0.000200
9,12,19,25,41,2,9,0.000200
3,9,12,17,45,1,8,0.000200
3,15,31,42,44,3,6,0.000200
8,20,21,26,47,8,10,0.000200
7,12,17,21,39,4,5,0.000200
4,9,14,25,30,9,12,0.000200
16,31,35,39,47,6,9,0.000200
1,2,10,11,13,2,11,0.000200
8,30,31,35,38,5,7,0.000200
14,19,20,29,39,1,9,0.000200
1,11,22,24,32,5,11,0.000200
4,14,15,44,50,2,11,0.000200
5,12,15,20,39,4,7,0.000200
8,9,11,17,27,1,3,0.000200
3,24,29,31,44,8,10,0.000200
3,5,7,34,46,4,11,0.000200
14,15,18,19,26,6,11,0.000200
11,18,40,42,44,8,11,0.000200
1,6,21,30,41,6,7,0.000200
3,19,26,39,40,4,6,0.000200
2,14,23,36,49,3,7,0.000200
3,12,17,33,44,4,10,0.000200
14,18,26,31,39,4,12,0.000200
9,18,34,39,48,2,12,0.000200
19,20,26,45,50,7,11,0.000200
18,21,34,35,38,4,6,0.000200
1,10,19,23,39,4,6,0.000200
9,15,22,38,47,6,12,0.000200
8,11,21,25,50,1,2,0.000200
3,13,26,29,35,1,8,0.000200
4,5,24,27,44,10,11,0.000200
2,5,22,34,48,3,11,0.000200
7,18,30,31,38,1,6,0.000200
4,11,17,23,37,8,9,0.000200
13,16,17,18,50,2,7,0.000200
9,18,34,46,47,1,6,0.000200
12,17,32,35,40,3,5,0.000200
2,9,20,39,43,3,6,0.000200
4,7,24,40,48,2,9,0.000200
3,4,36,39,40,7,10,0.000200
3,8,10,23,26,7,10,0.000200
4,21,27,39,47,1,8,0.000200
5,8,14,27,33,6,11,0.000200
12,26,32,40,46,3,11,0.000200
1,18,23,31,35,3,8,0.000200
3,14,22,30,44,2,3,0.000200
23,35,36,49,50,2,8,0.000200
5,12,24,28,32,8,9,0.000200
2,17,19,26,40,6,9,0.000200
8,14,19,23,25,9,11,0.000200
2,4,13,14,31,8,10,0.000200
7,15,32,37,43,2,6,0.000200
7,32,34,37,46,1,3,0.000200
9,15,39,45,48,1,9,0.000200
12,13,31,38,41,3,8,0.000200
4,5,30,34,35,3,9,0.000200
2,8,24,36,49,2,11,0.000200
15,21,34,43,48,5,6,0.000200
6,27,41,48,50,4,7,0.000200
3,11,13,26,44,4,9,0.000200
2,7,32,36,44,1,5,0.000200
1,22,27,28,42,6,11,0.000200
2,15,16,27,34,2,10,0.000200
4,9,20,23,34,5,8,0.000200
12,17,18,37,39,4,7,0.000200
9,17,24,30,33,5,10,0.000200
2,7,28,42,44,3,12,0.000200
11,21,22,28,47,5,12,0.000200
14,16,17,19,32,4,8,0.000200
4,6,13,37,38,6,8,0.000200
12,23,30,41,42,5,8,0.000200
15,23,37,45,50,1,8,0.000200
3,4,7,23,38,6,11,0.000200
14,18,33,44,45,8,11,0.000200
13,14,26,27,48,1,2,0.000200
1,4,10,37,50,2,12,0.000200
10,20,23,34,45,3,7,0.000200
13,17,41,45,48,9,10,0.000200
12,33,37,39,50,1,3,0.000200
4,12,24,31,42,8,10,0.000200
23,30,32,39,42,6,9,0.000200
2,4,11,12,30,4,8,0.000200
26,29,39,42,49,3,7,0.000200
13,14,22,34,47,4,9,0.000200
4,6,36,39,42,1,3,0.000200
5,13,37,42,50,6,8,0.000200
6,10,24,25,38,2,5,0.000200
2,12,38,41,43,3,9,0.000200
2,11,33,43,50,3,8,0.000200
5,15,17,38,42,3,4,0.000200
13,28,29,34,45,7,10,0.000200
5,14,20,31,44,1,6,0.000200
4,17,33,36,50,1,6,0.000200
10,17,34,43,48,9,10,0.000200
11,17,27,32,42,1,2,0.000200
16,20,32,35,48,2,3,0.000200
6,11,21,26,32,3,8,0.000200
15,16,24,25,44,8,12,0.000200
6,17,31,34,36,2,9,0.000200
10,12,28,34,35,2,8,0.000200
4,19,43,45,49,3,10,0.000200
6,14,19,20,26,1,2,0.000200
3,5,16,27,42,10,11,0.000200
5,7,8,9,24,3,4,0.000200
19,21,25,35,50,3,9,0.000200
2,4,23,40,43,7,8,0.000200
4,16,17,24,39,3,8,0.000200
8,17,22,42,48,10,11,0.000200
7,14,22,39,48,3,4,0.000200
3,18,23,43,45,5,7,0.000200
11,24,38,39,45,7,8,0.000200
9,14,30,39,49,6,8,0.000200
17,24,25,29,45,7,8,0.000200
10,16,26,28,29,7,9,0.000200
1,5,9,39,50,4,5,0.000200
1,2,25,37,38,9,10,0.000200
13,14,30,32,45,5,9,0.000200
18,20,21,28,40,2,9,0.000200
15,16,18,19,49,2,7,0.000200
14,25,33,39,46,1,3,0.000200
11,21,24,30,36,10,12,0.000200
8,17,19,41,43,1,9,0.000200
6,13,15,32,46,1,4,0.000200
2,10,14,16,42,6,11,0.000200
22,23,24,25,31,4,7,0.000200
6,8,18,27,35,1,5,0.000200
30,34,39,40,45,2,4,0.000200
4,29,31,37,47,9,11,0.000200
11,19,43,46,48,9,12,0.000200
5,12,16,35,36,1,5,0.000200
2,28,37,42,46,3,5,0.000200
5,9,33,37,48,5,9,0.000200
5,6,17,27,44,4,12,0.000200
5,10,12,25,50,2,8,0.000200
7,10,26,27,39,3,6,0.000200
10,17,23,42,47,1,2,0.000200
2,22,23,42,45,2,7,0.000200
3,25,31,32,46,2,3,0.000200
1,20,34,47,48,5,9,0.000200
18,30,38,42,43,4,5,0.000200
4,9,20,29,44,4,11,0.000200
24,25,36,37,49,6,7,0.000200
3,10,36,39,44,8,12,0.000200
7,8,12,21,42,4,8,0.000200
12,13,19,30,45,2,3,0.000200
3,13,36,44,46,4,10,0.000200
17,23,30,32,45,6,10,0.000200
19,28,29,41,42,3,7,0.000200
5,22,26,49,50,6,9,0.000200
10,17,41,43,47,4,8,0.000200
9,13,27,31,42,3,11,0.000200
7,9,20,34,47,5,8,0.000200
10,25,27,37,44,3,10,0.000200
7,12,20,23,24,5,8,0.000200
2,19,29,30,36,10,11,0.000200
5,10,16,18,38,7,8,0.000200
23,26,32,38,40,1,10,0.000200
37,41,44,47,50,2,7,0.000200
15,16,28,32,34,3,6,0.000200
13,15,40,45,48,3,8,0.000200
21,22,31,32,40,4,7,0.000200
3,30,38,39,40,8,9,0.000200
13,21,24,30,32,4,6,0.000200
17,29,39,40,50,7,9,0.000200
4,13,15,30,44,7,8,0.000200
14,35,37,48,49,2,4,0.000200
3,15,30,36,41,4,6,0.000200
12,17,26,30,31,3,7,0.000200
10,24,32,45,46,1,12,0.000200
1,6,17,25,40,3,10,0.000200
8,16,26,31,50,8,10,0.000200
1,8,25,26,35,2,10,0.000200
8,9,24,38,47,9,11,0.000200
20,21,30,37,45,5,9,0.000200
6,8,10,19,25,5,8,0.000200
8,10,39,42,45,2,3,0.000200
14,16,21,22,24,5,6,0.000200
2,9,18,27,28,6,9,0.000200
10,28,29,45,47,4,12,0.000200
4,15,33,35,46,6,7,0.000200
8,9,11,18,45,2,5,0.000200
5,17,29,47,49,3,12,0.000200
2,4,20,23,32,6,9,0.000200
2,12,15,26,50,4,12,0.000200
15,35,40,44,49,9,11,0.000200
6,7,25,43,50,10,11,0.000200
4,27,28,31,37,7,11,0.000200
5,16,23,25,26,2,4,0.000200
26,32,34,36,50,7,8,0.000200
8,21,25,36,40,3,9,0.000200
1,18,38,47,48,4,11,0.000200
6,11,12,24,39,2,6,0.000200
29,30,36,40,46,7,11,0.000200
2,24,30,40,44,1,10,0.000200
19,23,40,42,47,5,6,0.000200
17,20,29,34,43,6,10,0.000200
8,39,47,48,49,2,9,0.000200
21,25,45,48,50,1,6,0.000200
3,17,23,40,48,2,11,0.000200
12,21,28,42,49,8,12,0.000200
4,24,28,45,50,3,9,0.000200
7,8,15,39,47,7,8,0.000200
